CustomerType,orderDate,grossSales,numberOfOrders
Returning Customer Order,2013-05-24,895.9737828,7
Returning Customer Order,2013-05-25,780.7116105,6
Returning Customer Order,2013-05-26,597.8464419,3
Returning Customer Order,2013-05-27,1908.895131,13
Returning Customer Order,2013-05-28,1258.520599,10
Returning Customer Order,2013-05-29,971.9101124,5
Returning Customer Order,2013-05-30,2867.509363,9
Returning Customer Order,2013-05-31,1442.602996,6
Returning Customer Order,2013-06-01,558.4269663,3
Returning Customer Order,2013-06-02,1280.524345,8
Returning Customer Order,2013-06-03,1181.554307,10
Returning Customer Order,2013-06-04,1890.168539,8
Returning Customer Order,2013-06-05,2153.183521,11
Returning Customer Order,2013-06-06,998.1273408,7
Returning Customer Order,2013-06-07,764.1385768,5
Returning Customer Order,2013-06-08,428.3707865,3
Returning Customer Order,2013-06-09,1545.786517,11
Returning Customer Order,2013-06-10,1829.588015,12
Returning Customer Order,2013-06-11,1210.674157,5
Returning Customer Order,2013-06-12,1436.70412,7
Returning Customer Order,2013-06-13,1199.250936,7
Returning Customer Order,2013-06-14,660.4868914,4
Returning Customer Order,2013-06-15,1411.910112,8
Returning Customer Order,2013-06-16,1983.314607,9
Returning Customer Order,2013-06-17,1264.23221,10
Returning Customer Order,2013-06-18,839.8876404,6
Returning Customer Order,2013-06-19,831.5543071,6
Returning Customer Order,2013-06-20,1232.659176,7
Returning Customer Order,2013-06-21,2048.220974,6
Returning Customer Order,2013-06-22,1534.363296,6
Returning Customer Order,2013-06-23,1452.247191,13
Returning Customer Order,2013-06-24,421.7228464,2
Returning Customer Order,2013-06-25,1456.086142,10
Returning Customer Order,2013-06-26,1076.797753,10
Returning Customer Order,2013-06-27,801.5168539,8
Returning Customer Order,2013-06-28,952.7153558,8
Returning Customer Order,2013-06-29,589.8876404,8
Returning Customer Order,2013-06-30,497.4719101,5
Returning Customer Order,2013-07-01,2636.329588,9
Returning Customer Order,2013-07-02,1344.007491,7
Returning Customer Order,2013-07-03,1158.707865,6
Returning Customer Order,2013-07-04,634.082397,7
Returning Customer Order,2013-07-05,824.2228464,7
Returning Customer Order,2013-07-06,1500.05618,12
Returning Customer Order,2013-07-07,1590.82397,10
Returning Customer Order,2013-07-08,418.8202247,5
Returning Customer Order,2013-07-09,2423.183521,18
Returning Customer Order,2013-07-10,2321.273408,19
Returning Customer Order,2013-07-11,3293.782772,11
Returning Customer Order,2013-07-12,370.1310861,6
Returning Customer Order,2013-07-13,535.7677903,5
Returning Customer Order,2013-07-14,1054.494382,12
Returning Customer Order,2013-07-15,2379.327695,17
Returning Customer Order,2013-07-16,1429.945055,15
Returning Customer Order,2013-07-17,1516.849817,11
Returning Customer Order,2013-07-18,2273.534799,14
Returning Customer Order,2013-07-19,919.96337,10
Returning Customer Order,2013-07-20,658.2417582,7
Returning Customer Order,2013-07-21,1272.435897,12
Returning Customer Order,2013-07-22,579.3040293,8
Returning Customer Order,2013-07-23,1298.919414,20
Returning Customer Order,2013-07-24,1402.289377,17
Returning Customer Order,2013-07-25,2536.080586,13
Returning Customer Order,2013-07-26,765.7509158,12
Returning Customer Order,2013-07-27,221.2454212,4
Returning Customer Order,2013-07-28,1224.542125,11
Returning Customer Order,2013-07-29,1519.413919,11
Returning Customer Order,2013-07-30,1347.435897,10
Returning Customer Order,2013-07-31,554.9450549,8
Returning Customer Order,2013-08-01,365.7509158,4
Returning Customer Order,2013-08-02,838.3699634,8
Returning Customer Order,2013-08-03,1291.208791,14
Returning Customer Order,2013-08-04,964.7435897,10
Returning Customer Order,2013-08-05,786.6300366,7
Returning Customer Order,2013-08-06,898.0769231,10
Returning Customer Order,2013-08-07,898.1684982,9
Returning Customer Order,2013-08-08,1144.96337,9
Returning Customer Order,2013-08-09,1417.307692,13
Returning Customer Order,2013-08-10,765.8424908,5
Returning Customer Order,2013-08-11,877.1062271,9
Returning Customer Order,2013-08-12,505.7692308,4
Returning Customer Order,2013-08-13,1177.564103,7
Returning Customer Order,2013-08-14,1478.443223,9
Returning Customer Order,2013-08-15,433.4432234,5
Returning Customer Order,2013-08-16,1655.965654,7
Returning Customer Order,2013-08-17,1188.426966,6
Returning Customer Order,2013-08-18,652.9400749,5
Returning Customer Order,2013-08-19,1799.007491,9
Returning Customer Order,2013-08-20,1567.986891,7
Returning Customer Order,2013-08-21,1168.661049,11
Returning Customer Order,2013-08-22,1502.050562,4
Returning Customer Order,2013-08-23,2414.222846,9
Returning Customer Order,2013-08-24,1096.910112,7
Returning Customer Order,2013-08-25,1080.505618,5
Returning Customer Order,2013-08-26,2038.529963,10
Returning Customer Order,2013-08-27,1074.382022,9
Returning Customer Order,2013-08-28,1135.477528,10
Returning Customer Order,2013-08-29,2198.857678,14
Returning Customer Order,2013-08-30,2268.220974,16
Returning Customer Order,2013-08-31,1227.088015,11
Returning Customer Order,2013-09-01,3238.792135,16
Returning Customer Order,2013-09-02,1036.694757,6
Returning Customer Order,2013-09-03,1734.269663,8
Returning Customer Order,2013-09-04,1178.089888,4
Returning Customer Order,2013-09-05,1532.677903,8
Returning Customer Order,2013-09-06,2247.378277,8
Returning Customer Order,2013-09-07,1014.88764,7
Returning Customer Order,2013-09-08,851.2172285,8
Returning Customer Order,2013-09-09,1404.962547,7
Returning Customer Order,2013-09-10,791.3857678,8
Returning Customer Order,2013-09-11,744.2883895,4
Returning Customer Order,2013-09-12,535.0187266,3
Returning Customer Order,2013-09-13,1225.280899,7
Returning Customer Order,2013-09-14,1258.810861,6
Returning Customer Order,2013-09-15,1328.183521,6
Returning Customer Order,2013-09-16,987.8277154,9
Returning Customer Order,2013-09-17,717.3220974,6
Returning Customer Order,2013-09-18,995.1310861,7
Returning Customer Order,2013-09-19,148.3901515,2
Returning Customer Order,2013-09-20,833.5227273,6
Returning Customer Order,2013-09-21,429.3560606,5
Returning Customer Order,2013-09-22,428.6931818,3
Returning Customer Order,2013-09-23,2334.280303,10
Returning Customer Order,2013-09-24,2484.375,10
Returning Customer Order,2013-09-25,1596.306818,10
Returning Customer Order,2013-09-26,971.5909091,5
Returning Customer Order,2013-09-27,667.2348485,4
Returning Customer Order,2013-09-28,313.1628788,3
Returning Customer Order,2013-09-29,607.3863636,4
Returning Customer Order,2013-09-30,1228.238636,6
Returning Customer Order,2013-10-01,690.625,6
Returning Customer Order,2013-10-02,1398.390152,8
Returning Customer Order,2013-10-03,435.9848485,4
Returning Customer Order,2013-10-04,914.6780303,4
Returning Customer Order,2013-10-05,1984.375,9
Returning Customer Order,2013-10-06,564.5833333,5
Returning Customer Order,2013-10-07,332.9545455,4
Returning Customer Order,2013-10-08,567.6136364,5
Returning Customer Order,2013-10-09,580.8712121,5
Returning Customer Order,2013-10-10,1239.488636,8
Returning Customer Order,2013-10-11,908.4280303,4
Returning Customer Order,2013-10-12,536.3636364,5
Returning Customer Order,2013-10-13,1100.284091,5
Returning Customer Order,2013-10-14,1608.238636,9
Returning Customer Order,2013-10-15,907.2097378,8
Returning Customer Order,2013-10-16,2238.576779,9
Returning Customer Order,2013-10-17,1185.674157,7
Returning Customer Order,2013-10-18,719.1947566,6
Returning Customer Order,2013-10-19,811.1423221,5
Returning Customer Order,2013-10-20,1424.073034,10
Returning Customer Order,2013-10-21,2420.280899,11
Returning Customer Order,2013-10-22,495.6928839,4
Returning Customer Order,2013-10-23,671.6292135,4
Returning Customer Order,2013-10-24,705.2434457,6
Returning Customer Order,2013-10-25,1297.659176,7
Returning Customer Order,2013-10-26,1783.146067,11
Returning Customer Order,2013-10-27,1772.47191,12
Returning Customer Order,2013-10-28,930.3370787,9
Returning Customer Order,2013-10-29,1165.543071,3
Returning Customer Order,2013-10-30,1209.269663,8
Returning Customer Order,2013-10-31,1536.329588,10
Returning Customer Order,2013-11-01,1694.662921,10
Returning Customer Order,2013-11-02,1301.029963,10
Returning Customer Order,2013-11-03,1600.280899,12
Returning Customer Order,2013-11-04,1190.82397,8
Returning Customer Order,2013-11-05,763.1086142,7
Returning Customer Order,2013-11-06,681.6479401,7
Returning Customer Order,2013-11-07,1440.543071,8
Returning Customer Order,2013-11-08,2168.35206,6
Returning Customer Order,2013-11-09,636.994382,7
Returning Customer Order,2013-11-10,1437.734082,11
Returning Customer Order,2013-11-11,1192.509363,8
Returning Customer Order,2013-11-12,3048.970037,13
Returning Customer Order,2013-11-13,2200,8
Returning Customer Order,2013-11-14,1429.494382,9
Returning Customer Order,2013-11-15,2587.228464,12
Returning Customer Order,2013-11-16,2813.389513,16
Returning Customer Order,2013-11-17,1691.863296,14
Returning Customer Order,2013-11-18,1764.044944,15
Returning Customer Order,2013-11-19,745.505618,4
Returning Customer Order,2013-11-20,582.0011917,5
Returning Customer Order,2013-11-21,998.0113636,5
Returning Customer Order,2013-11-22,999.9147727,8
Returning Customer Order,2013-11-23,2070.833333,14
Returning Customer Order,2013-11-24,435.3219697,3
Returning Customer Order,2013-11-25,1558.532197,8
Returning Customer Order,2013-11-26,2595.464015,13
Returning Customer Order,2013-11-27,1546.875,9
Returning Customer Order,2013-11-28,968.844697,8
Returning Customer Order,2013-11-29,858.0492424,6
Returning Customer Order,2013-11-30,2896.88447,13
Returning Customer Order,2013-12-01,1216.477273,10
Returning Customer Order,2013-12-02,1955.587121,10
Returning Customer Order,2013-12-03,2439.204545,11
Returning Customer Order,2013-12-04,2123.011364,14
Returning Customer Order,2013-12-05,1084.943182,9
Returning Customer Order,2013-12-06,1507.102273,9
Returning Customer Order,2013-12-07,2862.973485,6
Returning Customer Order,2013-12-08,2259.943182,14
Returning Customer Order,2013-12-09,1721.988636,10
Returning Customer Order,2013-12-10,2997.348485,14
Returning Customer Order,2013-12-11,1511.467803,11
Returning Customer Order,2013-12-12,1935.890152,11
Returning Customer Order,2013-12-13,1429.223485,7
Returning Customer Order,2013-12-14,1664.488636,6
Returning Customer Order,2013-12-15,952.6515152,5
Returning Customer Order,2013-12-16,509.5643939,5
Returning Customer Order,2013-12-17,1102.17803,8
Returning Customer Order,2013-12-18,2076.893939,11
Returning Customer Order,2013-12-19,463.5416667,4
Returning Customer Order,2013-12-20,283.8068182,3
Returning Customer Order,2013-12-21,507.1969697,3
Returning Customer Order,2013-12-22,601.7992424,4
Returning Customer Order,2013-12-23,425.7575758,4
Returning Customer Order,2013-12-24,685.0378788,4
Returning Customer Order,2013-12-25,236.3636364,4
Returning Customer Order,2013-12-26,1293.371212,4
Returning Customer Order,2013-12-27,1216.477273,7
Returning Customer Order,2013-12-28,1359.564394,9
Returning Customer Order,2013-12-29,1136.55303,5
Returning Customer Order,2013-12-30,1055.587121,8
Returning Customer Order,2013-12-31,1477.651515,11
Returning Customer Order,2014-01-01,601.5151515,4
